,text,target
58,"Чем симпатичнее и стройнее девушка, рассказывающая в новостях о погоде, тем нелепее и глупее  ее жестикуляция.",деньги
59,Восклицательный знак всегда оплачивается лучше вопросительного.,деньги
60,"В переходе видел инвалида, который собирал на лечение ноги. В какой-то момент он встал и пошёл. Видимо собрал.",деньги
61,"СМИ: ""РЖД заменит плацкартные и купейные вагоны на два новых типа"".Переведу эту фразу на обычный русский язык: ""Цены на ж/д билеты поднимут"". И это относится ко всем подобным сообщениям.",деньги
62,"- Мадам, дайте мне 50 евро, я с утра ничего не ел. - Хм-м... Я тоже. - Тогда дайте мне 100 евро, и я приглашу вас поужинать со мной.",деньги
63,"В январе этого года испанская газета El Pais назвала Венесуэлу «страной, где цены поднимаются, пока ты стоишь в очереди». В тексте с таким заголовком местный житель рассказывает, как собирался купить банку пива за 10 тыс. боливаров, но когда подошла его очередь, та уже стоила 13 тыс. ",деньги
64,"Деньги ничто, мусор. Если они чужие.",деньги
65,"Гениального тренера Анатолия Тарасова  назначили тренером футбольного ЦСКА. На одну из тренировок опоздал Дударенко, нападающий, и на вопрос дерзко ответил: ""А что, Харламов не опаздывал?"" Тарасов блестяще ответил: ""За Харламова в Канаде миллион золотом предлагали, а за тебя 2.87 не дадут"". 2.87 - цена бутылки водки... да-да, были и такие цены.",деньги
66,"- Сижу, редактирую курсовую. Ворд в предложении ""Возвращена в кассу невЫданная зарплата в размере 2000 руб."" подчёркивает слово ""невыданная"" и настоятельно рекомендует заменить его на ""невИданная"".  - Бедный Ворд! Он просто денег таких никогда не видел, работает бесплатно, бедняжка.",деньги
67,"Британия заявила об отмене рабства, объявив его вне закона на большей части территорий империи. А теперь она брала один из крупнейших займов в истории, чтобы финансировать выплаты компенсации рабовладельцам. В 1835 году Натан Майер Ротшильд и его шурин Мозес Монтефиоре согласились одолжить британскому правительству 15 миллионов фунтов стерлингов, а позже правительство добавило к этому еще 5 миллионов. Общая сумма составила 40% годового дохода правительства, что эквивалентно примерно 300 миллиардам фунтов стерлингов сегодня.Сумма заимствованных денег была столь велика, что выплачивалась вплоть до 2015 года. Британские налогоплательщики выплачивали огромные компенсации рабовладельцам аж с 1830-х годов.А вообще респект Ротшильдам и компании - вначале 500 лет зарабатывали на работорговле, потом 150 лет зарабатывали на отмене работорговли, сейчас точняком начнут зарабатывать на воспоминаниях о работорговле и компенсации на этот раз потомкам рабов - денежки-то опять придется брать в долг у Ротшильдов!",деньги
68,"Наверное, самый дешёвый шопинг был у меня в начале девяностых в итальянском Римини. Отдыхали мы там вдвоём с товарищем и денег у нас, вчерашних студентов, было немного. Хватало как-то на экскурсии и на пиво, но хотелось, честно говоря, и прибарахлиться. Наш гид Франко посоветовал не шариться по центральным магазинам, а уходить вглубь от первой линии, где, по его словам, всё было намного дешевле.Туда мы с Лёхой и отправились, разменяв в банке наши доллары на местные тогда ещё лиры. Улицы что вели от моря были, конечно, уже не такие парадные. Все тротуары заполнены какими-то африканскими вещевыми лавками, где по принципу - кто глубже копается, тот круче всех одевается рылись немногочисленные покупатели. Но потом нам всё же повезло и мы набрели на один вполне приличный с виду магазинчик. Зашли внутрь, где рядами была развешена одежда с пришпиленными ценами, прикинули их и обалдели. Франко не обманул, цены действительно были значительно ниже, причём в несколько раз!Мы дружно бросились выбирать себе вещи и вскоре я уже нашёл себе подходящие джинсы, а Лёха модный замшевый пиджак. Вдруг откуда-то сбоку, из какой-то шумной подсобки вышел толстый продавец и увидев, как Лёха примеряет пиджак, почему-то завопил и кинувшись к нему принялся грубо сдирать с него обновку. После чего, не переставая кричать, подбежал ко мне и вырвал у меня из рук джинсы. Выслушав его столь эмоциональный монолог, подтвердивший наше с Лёхой полное незнание итальянского, мы решили, что он сомневается в нашей платёжеспособности и, достав новенькие лиры, дружно предъявили ему, знаками показывая, что всё это мы хотим купить. Это его, впрочем, никак не охладило и он, продолжая орать как Джельсамино, довольно нагло вытолкал нас из магазина.Решив, что нарвались на дебила, мы плюнули и отправились дальше, но уже по другой улице.А вечером, на ужине в отеле, когда мы пожаловались на этого идиота нашему Франко, выяснилось, что ""Лавандерия"" это, увы, не магазин, а сеть местных прачечных-химчисток. За кого тогда нас принял её хозяин можно было только догадываться, но Франко до самого нашего отъезда при виде нас с Лёхой ржал как конь на конопляном поле. © robertyumen",деньги
69,"Мама подарила министру сельского хозяйства Ткачеву полмиллиарда рублей, которые он указал в своей декларации. Ещё раз - МАМА ПОДАРИЛА МИНИСТРУ ПОЛМИЛЛИАРДА!Это всё потому, что Александр Николаевич носил шапку и доедал кашу!",деньги
70,"Полицейский Дэниэл Джексон из Олбани уволен со службы за отказ сбрить усы. Страж порядка подал в суд, требуя восстановления на работе и выплаты компенсации в 100000 долларов за моральный ущерб. Таким образом, суд должен определить истинную стоимость полицейских усов.",деньги
71,Деньги плохо считаю. Не было возможностей для тренировок.,деньги
72,Внеплановая и несанкционированная проверка карманов мужа привела к значительному доначислению налогов и сборов в семейный бюджет.,деньги
73,"У сына день рождения — 7 лет. Спрашиваю:— Что подарить?— Да не заморачивайся, мам! Можно деньгами! Ты же знаешь, что я на машину коплю!",деньги
74,"Деньги обесцениваются, потому что их производство обгоняет производство реальных товаров, которые можно на эти деньги купить. Поэтому, для поддержания ценности денег умные люди придумали производство виртуальных товаров, апофеозом которых стали криптовалюты.  Никто не понимает, что это такое, но продаётся оно на ура. Все прежние мавроди отдыхают.",деньги
75,Самые приятные мелочи - это купюры небольшого номинала.,деньги
76,"Повзрослел - это когда в Простоквашино тебя больше интересует не говорящий кот Матроскин, а то, как дядя Фёдор сумел прожить без денег. Да-да, именно так.",деньги
77,"- Доктор, я ничего не вижу! - Как только вы оплатите счета, голубчик, я сразу распоряжусь снять мешок с вашей головы.",деньги
78,"Кран и наперсточникиВ девяностых годах на всех вокзалах работали бригады напёрсточников. Понятно, что выиграть у них невозможно. Завлечённый в игру «лох» сражался с одним из «подставных». Они выигрывали оба, что вынуждало обоих делать новые и новые ставки с постоянным повышением. Причем, у подставного деньги закончиться не могли, потому что сообщники незаметно передавали ему ставки, сделанные и им, и его соперником.Однажды наблюдал, как мужик, поставивший уже много денег, решил уйти. А во время игры у него были болельщики, подбадривающие в процессе. И когда этот мужик сказал, что денег больше нет и он уходит, один такой «болельщик» говорит: «Да ты что?! Сейчас выиграешь! Ставь вон кольцо обручальное!» Мужик отвечает: «Оно не снимается». Болельщик: «Да я помогу!» Он без тени брезгливости облизал мужику палец, стянул кольцо и кинул его на кон. Помог. После проигрыша кольца мужика отпустили. Один мой хороший приятель учился в те годы в институте в Москве. Прозвище его было – Кран. Двухметровый атлет с интеллигентным лицом. Носил из-за лёгкой близорукости очки в элегантной тонкой оправе. Слегка опущенные от природы уголки губ придавали лицу задумчиво-печальное выражение. В ожидании электрички на Казанском вокзале он подошел к наперсточникам. Про игровые технологии был наслышан, но решил в познавательных целях изучить процесс изнутри, заранее назвав себе сумму, с которой готов распрощаться. Одна-две ставки, несколько подставных отпали, ему надо продолжать, соревнуясь с оставшимся соперником, но он сказал: «Больше не хочу. Я – пошел!» «Болельщик» схватил его за локоть со словами: «Куда ты пойдешь?! Играть надо!» Кран со своей обычной печалью посмотрел на него сверху и интеллигентно сказал: «Убери свою руку, не то я её сломаю!» «Болельщик» оторопел. Кран задумчиво уточнил: «Нет. Не сломаю. Оторву». После чего ушел беспрепятственно.",деньги
79,"Арест фашистским десантом всего руководства Виннипега, Канада, 1942 год.19 февраля 1942 года фашисты вошли в канадский Виннипег. В шесть утра самолеты со свастикой приземлились на аэродроме Селкирка. В это же время фашистские патрули появились на улицах Виннипега. Завыла противовоздушная сирена, стали слышны взрывы, наземные войска подходили к городу. Шесть миль к югу от здания правительства Манитобы, пять... Через 45 минут нацисты уже были в миле от центра города. В 9:30 утра город сдался. Brandon, Flin Flon, Selkirk и другие небольшие городки капитулировали. Манитоба стала Германской провинцией. Канадский флаг над Фортом Гарри был заменен на свастику. Сам город переименован в «Гиммлерштадт», главная улица названа «Гитлерштрассе». Все высшие чины города арестованы (Mayor John Queen, Premier Bracken, Lieutenant–Governor McWilliams, последний был норвежский министр, находящийся с визитом). Из библиотек, школ выбрасывались книги, жглись фашистами на улицах города. Грабили рестораны, магазины, двери церквей заколачивали досками, священников увозили в неизвестном направлении. Директора школ арестовывались и школы распускались, по радио шла единственная учебная программа ""нацисткая истина"". Нацисты останавливали автобусы и обыскивали пассажиров. В общем, полный беспредел, как снег на голову мирным жителям. По всему городу разбросаны листовки, развешаны прокламации с новыми правилами поведения горожан: 1. Эта территория в настоящее время является частью Великого Рейха под юрисдикцией гауляйтера полковника Эриха фон Нюрембурга. 2. Запрещается появление гражданских лиц на улицах города с 9:30 вечера и до рассвета. 3. Запрещаются скопления более 8 человек в одном месте. 4. Каждый домохозяин должен предоставить достаточно места для расквартирования 5 солдат. 5. Все военные и полувоенные организации распускаются. Женские объединения, бойскауты и другие молодежные организации разрешаются только под контролем гауляйтера. 6. Все владельцы автомобилей, грузовиков и автобусов должны зарегистрироваться в комендатуре и получить пропуск на машину. 7. Каждый фермер должен немедленно проинформировать комендатуру обо всех запасах зерна и скота. 8. Все национальные эмблемы, на которых нет свастики, должны быть немедленно уничтожены. 9. Каждому жителю города будет предоставлена регистрационная карта. Еду и одежду можно приобрести только при предъявлении этой карты. 10. Следующие преступления караются смертью без суда и следствия: а) Попытка организовать сопротивление оккупационной армии. б) Въезд или выезд из провинцию без разрешения. в) Сокрытие наличия товаров и запасов. г) Хранение огнестрельного оружия. А в 17 часов дня оккупация Виннипега закончилась. Это был ненастоящий десант и оккупация тоже была ненастоящая. If Day (букв. «Если однажды») — мероприятие, проведённое 19 февраля 1942 года, во время Второй мировой войны, в городе Виннипег, провинция Манитоба, Канада, и прилегающих к нему районах. Оккупация закончилась вечером общим парадом всех участников захвата и защитников под громкие лозунги ""Это не должно случиться здесь!"", ""Покупай облигации для победы!"" Да! Да! Да! Все это было организовано искусственно, чтобы создать атмосферу, близкую к Европе тех дней, дать почувствовать людям. что такое нацизм. Канадцы не очень–то понимали и ощущали, что происходит сейчас на другом континенте, и не очень–то хотели помогать. Вторжение было организовано силами общества ""Большой виннипегский военный заем"", которым руководил видный бизнесмен Джон Перрен. Фактически мероприятие представляло из себя крупнейшее военное учение в живом мирном городе, НО ТОЛЬКО С ОДНИМ бОЛЬШИМ «НО» — об этом не знали местные жители. После проведенной операции количество проданных облигаций для победы резко возросли. Бюджет инсценировки «If Day» составил около 3000 долларов. А на следующий день после спектакля жители Виннипега купили облигаций военного займа на 3.200.000 долларов. Всего в Канаде акция собрала более 2 миллиардов. Это была самая результативная кампания в стране. P.S. У этого мероприятия была малоприятная особенность, о которой стараются не вспоминать — когда актеры в фашистской форме шли по улицам, к ним подбегали местные жители и предлагали отвести ""фашистов"" в дома, где живут евреи. И это были не единичные случаи.",деньги
80,"Не умею тратить деньги с умом. Вернёшься из магазина без денег, а ума не убавилось.",деньги
81,"- Сэр, ваш умерший дедушка завещал вам два особняка в Лондоне, четыреста тысяч фунтов стерлингов и собаку. - Вот чёрт!.. Тварь хотя бы породистая?",деньги
82,Стабильность - это когда курс доллара возвращается на место и рублёвые цены... тоже остаются на месте.,деньги
83,"Передо мной лежат две банкноты: одна - номиналом 50 рублей, другая - ДОСТОИНСТВОМ 5000 рублей. Чувствуете разницу?",деньги
84,"- Уважаемые коллеги, я принес бабушкин дневник с мощными заклинаниями на деньги. Сейчас я буду вам их читать, а вы — хором повторяйте за мной!- Господин министр финансов, а более традиционных способов пополнения казны вы не знаете?..",деньги
85,"Больной спрашивает у врача: - Доктор, почему у меня плохие анализы? - Сколько вы платили за них?  - Пятьдесят евро. - Хорошие анализы стоят вдвое дороже.",деньги
86,"- Моя профессия - волшебник-консультант. - Это как? - Тоже делаю добро, но за деньги.",деньги
87,"Жена повеселила историей хоть и не очень смешной, но на мой взгляд, забавной. История о девушке, находящейся в активном поиске спутника жизни, сотруднице по работе -  Кристине.  На глазах у неё произошло чудо, невероятней, чем Иерусалимское Схождение Благодатного огня, удивительней мироточения икон и мощей, нечто, что заставило моментально уверовать её в высшие силы. Божественное Провидение ниспослало ей что-то более материальное и ощутимое, чем невнятные церковные чудеса, вот хоть часовенку строй, в честь такого неординарного события. Впрочем,  по порядку... Излишне самокритичная Кристина, говорит, что её личную жизнь, как нельзя лучше, характеризует старый анекдот: - Девушка, вы замужем? - Нет! - А почему? - Не знаю… вроде и пробуют и хвалят.. а не берут!  Вполне симпатичной, но несколько невезучей и утомленной поиском жениха девушке, начало казаться (абсолютно безосновательно, по мнению жены), что без кардинальных изменений внешности, личную жизнь не устроишь. В недалёком прошлом жившая в грехе атеизма (да и не только атеизма), двадцатипятилетняя Кристина долго размышляла, где взять деньги на не обязательную, но столь желанную, пластическую операцию по коррекции лица и тела. Ну очень сильно хотелось кое-что увеличить, а кое-где -  уменьшить... Дополнительная подработка исключалась по причине отсутствия времени и желания, банковский кредит не светил, лотерея приветствовалась, но надежды на неё было мало. Девушка совсем было отчаялась, но нашлись добрые люди,  посоветовшие помолиться в пещере, служившей в ветхозаветные времена жильем для последнего могущественного пророка Илии. Пророк вознесся на небеса в огненной колеснице порядка трех тысяч лет назад. Во время земной жизни был он суровым ревнителем веры, обличал и карал отступников оной, при необходимости мог повелевать дождем и громом, да много ещё чем славен был. Покровитель и наставник заблудших душ особо благосклонен к работникам сельского хозяйства и десантникам ВДВ, чем-то они ему особо дороги. Впрочем и других представителей различных родов и сословий вниманием он не обделяет. Одинаково почитаемый в христианстве, иудаизме и исламе, старец Илия испытывает труднообъяснимую, сентиментально-ностальгическую слабость к молящимся в бывшем пристанище его, ниспосылая страждущим всевозможные блага. Так подсказали девице люди знающие, и желающие ей добра.  Узнав, что пещера  с молельней находится в Хайфе, на горе Кармель, буквально в двадцати минутах езды на машине от дома, ничтоже сумняшеся, Кристина не откладывая поехала молиться о ниспослании денег. Как смогла, не по уставу, но со словами идущими от сердца, помолилась за денежки, свечу зажгла и преисполненная надежд, спустилась к припаркованному у подножия горы автомобилю.  Тут то все и произошло... Взявшийся ниоткуда порыв ветра буквально швырнул в Кристину купюру номиналом в сто шекелей... Обалдевшая от столь быстрой реакции святого на молитву, она моментально  уверовала, резонно рассудив, что вряд ли это совпадение и кирпич, почем зря и кому зря, на голову не падает. При этом она отчетливо поняла, что является полной дурой, молясь о ниспослании денег не уточнивши сумму..  Жена и прочие сотрудницы Кристины объяснили юной неофитке, что странная сумма в сто шекелей не является насмешкой святого над бедной девушкой. Святой  при земной жизни не отличался игривостью нрава, скорее наоборот - суров был и беспощаден. Сумма же в сто шекелей три тысячи лет назад была грандиозной, хватило бы и на десять операций, если бы такие проводились, но вот инфляция-сволочь превратила её в ничто, точнее в стоимость трех пачек сигарет. Впрочем, сумма чуда не отменяет и мало кому при жизни повезет, так близко соприкоснуться с  таинствами бытия. Кристина же сказала, что не будь она дурой, то лучше бы сразу жениха попросила, минуя деньги и операции, что чудо - это хорошо, но замуж по-прежнему хочется, диеты не помогают и хотя мужики сволочи, все как один, но попробуй еще найти свою единственную и неповторимую сволочь.                Вывод – мечты иногда сбываются, но при неправильно сформулированном желании результат может разочаровать.",деньги
88,"СИСТЕМАТИЧЕСКАЯ ОШИБКА ВЫЖИВШЕГО Вы когда-нибудь задумывались почему популярные книги о том как стать миллионером никого из их читателей миллионером не делают? Или почему успешные компании вроде Майкрософт, Гугл или Фейсбук появляются раз в десятилетие, хотя история их успеха разложена по полочкам, изучена и даже экранизирована в большом кино? Ответ простой: любая история успеха - это всегда везение, при этом самая ценная информация остается в головах тех, кто успеха добиться не смог. Этот феномен впервые был описан во время Второй мировой войны. Математик Абрахам Вальд изучал расположение пробоин, полученных американскими бомбардировщиками во время выполнения боевых заданий. Чаще всего вражеским огнем были поражены крылья, стабилизаторы и фюзеляж, меньше всего пробоин приходилось на кабину пилота, двигатели и топливную систему. Казалось бы, укреплять нужно именно те места, которые получили больше всего повреждений, однако Вальд решил иначе. Он грамотно предположил - сам факт того, что самолет смог вернуться с такими повреждениями на базу говорит о том, что они не являются критическими, и укреплять нужно как раз те части корпуса, которые остались целыми. Этот вывод подтвердился после окончания войны, когда из лесов и болот стали поднимать подбитые самолеты. Оказалось, что у них были повреждены именно те места, о которых говорил Вальд - двигатели, топливная система и кабина пилота. С такими повреждениями самолет лететь не мог - либо погибал пилот, либо вытекало всё топливо, либо клинило двигатель, однако обо всем этом не знали и не могли знать на базе, поскольку самолет до нее просто не долетал. В итоге всю статистическую информацию о повреждениях инженеры собирали с вернувшихся самолетов, а информации об утерянных машинах не было. Ту же самую ошибку мы наблюдаем и в среде бизнеса. Люди стремятся досконально изучить биографиии успешных бизнесменов, ходят на их тренинги, покупают их книги о том, как достичь успеха, но, даже в точности следуя всем этим советам, успеха не достигают. Причина та же, что и в случае с бомбардировщиками Вальда, в книгах миллионеров собрана самая бесполезная часть информации - что делать и как себя вести, когда условия складываются максимально благоприятно. О том что делать, когда все оборачивается против тебя в этих книгах нет ни слова. Самой полезной информацией обладают люди, которые пытались построить бизнес и прогорели, но они не пишут книг, а если бы и писали, никто бы их не покупал. Статистика неумолима, от 90 до 95% всех бизнесов разоряются в первые пять лет, из оставшихся на плаву в следующие пять лет разоряются еще 80%. В итоге через 10 лет устойчивое дело имеют только 1-2% стартаперов, остальные оказываются разорены. При этом 1-2% остались на плаву не потому, что они сделали всё лучше всех, или просчитали наперед все риски, а просто потому, что оказались в нужное время в нужном месте. Повторить с нуля собственный успех у них уже не получится, при этом в науке эксперимент, который невозможно повторить, выполняя ту же последовательность действий, называется случайностью. Мораль сей басни такова: АНАЛИЗИРУЙ ЧУЖИЕ ОШИБКИ, читатель, чужой успех тебе все равно не достанется, зато ПОВЫСИТЬ ВЕРОЯТНОСТЬ УСПЕШНОГО ДЛЯ СЕБЯ исхода можно вполне.Евгений Аксенов",деньги
89,Пытался как-то насильно сэкономить деньги. Не поддаются мерзкие бумажки ни в какую.,деньги
90,"Один психотерапевт спрашивает другого: - Послушай, старина, почему ты всегда выясняешь у пациентов, что они ели на обед? - По их меню я ориентируюсь, сколько взять за приём.",деньги
91,"Эта история произошла много лет назад, знаю о ней с чужих слов.В одном серьезном исследовательском проекте участвовали группы из разных организаций. Всего человек сорок. Возглавляла проект умная интересная женщина, очень хороший специалист, справедливая, дружелюбная, с твердым характером. В проекте работала, в частности, группа замечательного ученого и очень хорошего человека Амира Джабраиловича Амаева (о нем можно прочитать в Википедии и не только). Также участвовала группа другого известного ученого, назовем его N, умного и компетентного человека с большим самолюбием.Когда проект успешно завершился, руководитель стала распределять деньги. И тут, как случается, не обошлось без шероховатостей. N требовал, чтобы его зарплата была точно такой же, как у Амаева. Руководитель указывала ему на объем работ, приходившийся на команды, и на квоты по организациям - по объективным причинам у амаевской группы на человека приходилось больше. Однако N, гордость которого была задета, ничего не слушал, категорически требовал такую же зарплату, как у Амаева, и жестоко спорил, повышая голос. Эти споры чуть ли не переходили в скандалы, но руководитель не уступала.Амаев, который ничего не знал о происходящем, обратился к ней с другой просьбой. Он попросил выписать ему почти символическую зарплату, а б?льшую часть причитающихся ему по проекту денег отдать его молодым сотрудникам, которых он хотел поощрить. Руководитель так и сделала. После этого она пришла к N и сказала: ""Поскольку Вы очень настаивали, чтобы Вам заплатили столько же, сколько Амаеву, я решила выполнить Вашу просьбу. Поэтому я вынуждена уменьшить Вам выплату по проекту."" И дала ему на подпись ведомость, где N было выписано ровно столько же денег, сколько Амаеву. Надо сказать, что N спорить не стал, улыбнулся и ведомость подписал.",деньги
92,"Сын пришёл из магазина: - Мам, возьми сдачу.Я на кухне вожусь с тестом, деньги взять не могу. Кричу ему: - Положи возле телефона!Через некоторое время замечаю, что дитё бродит по квартире и что-то ищет.  - Ты что-то потерял?Язвительно: - Телефон твой ищу!..Про домашний он даже не подумал.",деньги
93,"Живем в Штатах, давно. Сложилась компания, вместе проводим праздники и проч. Стараемся не упоминать о каких-то разногласиях и тд. , тк познакомились почти сорокалетними, у всех уже был кусок жизни за плечами в СССР. Вот 23 февраля. Все служили в армии и давали свои арм фотографии для наших капустников и стенгазет типа « угадай кто это» на детских и юношеских фотографиях... Сейчас постарели,  у многих внуки, встречаемся реже, но пишем смски и звоним часто. Убилла одна знакомая: она очень жалеет Украину и ругает Россию за Крым, даже плачет прямо в церкви ( укр баптистской) как ей жалко людей, и денег даёт на благотворительность... а потом выясняется, что они вкладывали деньги в недвижимость а Крыму, и после всей этой истории с Крымом они , как и полагается жутким патриотам, « быренько» и шустро и тихо поменяли гражданство на клятое российское... я поздравил их в этом году с 23 февраля , написал, «с праздником», а мне отвечают « с каким?» ну как говорю , у вас росс гражданство, значит, любить надо Россию-то!!! Или уж как минимум не вякать про свою любов к Украине. Если любишь - вкладывай деньги в Украине. Не вкладываешь- не вякай про любофф. Так или не так?Ещё одна пара интересная. Продали квартиру в Москве .и тихохонько вывезли деньги не платя налогов в России. И квартиру эту они просто получили, не купили на рынке, заработав деньги за границей или на крайнем севере или на буровых установках в пустыне... Ввезли деньги сюда и тоже хитрожопенько не платя налогов купили квартиру здесь. Здесь они ругают Россию за Крым, и говорят о любви к тутошней стране... отец семейства работал йайтишником в университете много лет. Теперь ему под 60 и его выпиннывают. Тут это обычное явление, и большую зарплату отобрать, и от старпера отделаться. Переживает, жалко его, привык милок к иверситетским бенефитам и вкусной страховке... а пару лет назад, когда шли дебаты о том, чтобы сделать все страховки одинаковыми как в Германии, например, то этот мужик напористо вещал, что он мол не желает оплачивать страховку какомунибудь толстяку.. тут ещё одни наши знакомые за столом пошли пятнами тк у них очень толстая дочь старшеклассница. Но наш герой не унимался. Ему мягко возразили что это жестоко и что мол ты тоже можешь попасть в такую ситуацию если вдруг тебя уволят. Уволят найду другую работу, жестко возразил наш герой. Вот теперь на себе почувствовал, что такое стоять на пороге отсутствия страховки на всю семью... Вы не поверите: вот сейчас пишу и осознаю, что злости нет, и его жалко. Он же не от подлости так говорил и налоги не платил, а от глупости... поздравил его с праздником, чтобы поднять мужику настроение, а он отвечает: такого праздника не знаю. Для справки: папа у него был директор школы, а мама учитель русского языка. Сеяли разумное, доброе и вечное. Честность и искренность, например и... в",деньги
